step,Cor_feature_ij_00_emb
49,0.5488454103469849
99,0.5172387957572937
149,0.46362951397895813
199,0.6423735022544861
249,0.5233959555625916
299,0.5165520906448364
349,0.46799996495246887
399,0.4898350238800049
449,0.43403932452201843
499,0.46811434626579285
549,0.4764043390750885
599,0.5511096715927124
649,0.548944890499115
699,0.4906541109085083
749,0.5167081356048584
799,0.4528721272945404
849,0.44740030169487
899,0.49820637702941895
949,0.4313861131668091
999,0.4609377086162567
1049,0.37492647767066956
1099,0.4421416223049164
1149,0.43669408559799194
1199,0.41765591502189636
1249,0.4150436222553253
1299,0.4388883709907532
1349,0.40885764360427856
1399,0.42901960015296936
1449,0.4124259352684021
1499,0.4374837279319763
1549,0.4053472578525543
1599,0.35273075103759766
1649,0.3627167344093323
1699,0.3497636914253235
1749,0.35792550444602966
1799,0.3605177402496338
1849,0.34793394804000854
1899,0.35165855288505554
1949,0.3442045748233795
1999,0.346585750579834
2049,0.35099539160728455
2099,0.3244318962097168
2149,0.32641997933387756
2199,0.32408228516578674
2249,0.3203478455543518
2299,0.33177414536476135
2349,0.31704017519950867
2399,0.3382769823074341
2449,0.31928691267967224
2499,0.33091920614242554
2549,0.34368517994880676
2599,0.3371291756629944
2649,0.33981600403785706
2699,0.3537115454673767
2749,0.3223457634449005
2799,0.35745969414711
2849,0.3221689760684967
2899,0.3091300427913666
2949,0.3426622152328491
2999,0.3276669979095459
3049,0.30744442343711853
3099,0.321336567401886
3149,0.3057922124862671
3199,0.2994017004966736
3249,0.30770206451416016
3299,0.3062245845794678
3349,0.30292853713035583
3399,0.3051099181175232
3449,0.3246694505214691
3499,0.32565590739250183
3549,0.30975034832954407
3599,0.3174641728401184
3649,0.30146723985671997
3699,0.2970503568649292
3749,0.3069886565208435
3799,0.29996249079704285
3849,0.30124711990356445
3899,0.2993514835834503
3949,0.31305238604545593
3999,0.29250186681747437
4049,0.303495317697525
4099,0.29262489080429077
4149,0.3004479706287384
4199,0.3050268590450287
4249,0.2985842227935791
4299,0.30285918712615967
4349,0.31680092215538025
4399,0.3125811815261841
4449,0.2926490902900696
4499,0.30927789211273193
4549,0.3039836287498474
4599,0.29813459515571594
4649,0.29059499502182007
4699,0.3054502308368683
4749,0.3038456439971924
4799,0.2938764691352844
4849,0.298190176486969
4899,0.3038919270038605
