step,Cor_batch_ik_01
49,0.19780662655830383
99,0.21840456128120422
149,0.2245190143585205
199,0.25128233432769775
249,0.24301546812057495
299,0.2544366717338562
349,0.2622285783290863
399,0.258914053440094
449,0.24509286880493164
499,0.24877701699733734
549,0.32942283153533936
599,0.3226964473724365
649,0.3123401403427124
699,0.3210265040397644
749,0.30367544293403625
799,0.26865896582603455
849,0.3056923747062683
899,0.2928217947483063
949,0.31726211309432983
999,0.34558379650115967
1049,0.3382168412208557
1099,0.34589314460754395
1149,0.3184477686882019
1199,0.33468562364578247
1249,0.3315330743789673
1299,0.32627424597740173
1349,0.3507126271724701
1399,0.3794924020767212
1449,0.34347522258758545
1499,0.3735833764076233
1549,0.37774503231048584
1599,0.3768152892589569
1649,0.3748556673526764
1699,0.3272359371185303
1749,0.38342300057411194
1799,0.35563766956329346
1849,0.38890212774276733
1899,0.3890416920185089
1949,0.41349148750305176
1999,0.4069220721721649
2049,0.4050683081150055
2099,0.3897358775138855
2149,0.42271459102630615
2199,0.42608001828193665
2249,0.4011828303337097
2299,0.3735102117061615
2349,0.3814384341239929
2399,0.3833485543727875
2449,0.41720277070999146
2499,0.423797607421875
2549,0.449386864900589
2599,0.39885032176971436
2649,0.4260380268096924
2699,0.42103004455566406
2749,0.4699852168560028
2799,0.4507637023925781
2849,0.4214344918727875
2899,0.4066423773765564
2949,0.45417705178260803
2999,0.42493197321891785
3049,0.47083455324172974
3099,0.4533502459526062
3149,0.4621453881263733
3199,0.4465489685535431
3249,0.4642235338687897
3299,0.4519476294517517
3349,0.4385145604610443
3399,0.41616082191467285
3449,0.47504737973213196
3499,0.473574697971344
3549,0.46654564142227173
3599,0.4611152708530426
3649,0.45829835534095764
3699,0.4587700068950653
3749,0.4462665319442749
3799,0.43558579683303833
3849,0.46871325373649597
3899,0.4781044125556946
3949,0.4402884840965271
3999,0.46496444940567017
4049,0.44353893399238586
4099,0.4802931249141693
4149,0.4807523787021637
4199,0.4533569812774658
4249,0.45903316140174866
4299,0.4986615777015686
4349,0.483296275138855
4399,0.45838165283203125
4449,0.48884010314941406
4499,0.4828161299228668
4549,0.4779152274131775
4599,0.4675928056240082
4649,0.47222769260406494
4699,0.49322789907455444
4749,0.4698053300380707
4799,0.4929082989692688
4849,0.5115692615509033
4899,0.5010218024253845
4949,0.46833375096321106
4999,0.48614126443862915
5049,0.47180014848709106
5099,0.47748449444770813
5149,0.4997446537017822
5199,0.4927983283996582
5249,0.5031466484069824
5299,0.48566752672195435
5349,0.4981851577758789
5399,0.5092306137084961
5449,0.5113406181335449
5499,0.5337694883346558
5549,0.4903450012207031
5599,0.49136093258857727
5649,0.48418909311294556
5699,0.49199578166007996
5749,0.4916435182094574
5799,0.4942004680633545
5849,0.507896900177002
5899,0.5212569832801819
5949,0.49119648337364197
5999,0.5129754543304443
6049,0.5273967981338501
6099,0.4807528853416443
6149,0.4851258397102356
6199,0.5189430713653564
6249,0.49466651678085327
6299,0.5096784830093384
6349,0.505874514579773
6399,0.5301465392112732
6449,0.4987293779850006
6499,0.5208465456962585
6549,0.517341136932373
6599,0.5150651931762695
6649,0.4810801148414612
6699,0.5177876949310303
6749,0.5462582111358643
6799,0.5006352066993713
6849,0.5336964726448059
6899,0.5396863222122192
6949,0.5509651303291321
6999,0.5267803072929382
7049,0.5116338729858398
7099,0.5344721674919128
7149,0.5258032083511353
7199,0.5076224207878113
7249,0.5300089120864868
7299,0.5410696268081665
7349,0.5226671695709229
7399,0.5642521977424622
7449,0.522929310798645
7499,0.5277489423751831
7549,0.5564618110656738
7599,0.5530613660812378
7649,0.5516809225082397
7699,0.5273026823997498
7749,0.523681640625
7799,0.5081852674484253
7849,0.530908465385437
7899,0.541455864906311
7949,0.5662037134170532
7999,0.582086980342865
8049,0.5531371831893921
8099,0.541846752166748
8149,0.5475139617919922
8199,0.5392420291900635
8249,0.5494832992553711
8299,0.5416767597198486
8349,0.5639396905899048
8399,0.5630977153778076
8449,0.5352878570556641
8499,0.5762733817100525
8549,0.5623795986175537
8599,0.5479856729507446
8649,0.5827813148498535
8699,0.5703520774841309
8749,0.5476666688919067
8799,0.5424232482910156
8849,0.5480151772499084
8899,0.5766012668609619
8949,0.5475419759750366
8999,0.5700617432594299
9049,0.5380853414535522
9099,0.5503799915313721
9149,0.5529124140739441
9199,0.5943511724472046
9249,0.5643506050109863
9299,0.5667649507522583
9349,0.5542929768562317
9399,0.5641711950302124
9449,0.5722286701202393
9499,0.5414277911186218
9549,0.5698145627975464
9599,0.5719125866889954
9649,0.5962256193161011
9699,0.552948534488678
9749,0.573327898979187
